mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year,Source
M445/02,Cetacean,Harbour porpoise,Single,445,Phocoena phocoena,Harbour porpoise,2002-11-11,Exact,56.20965195,-2.954351664,M,99,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M460/02,Cetacean,Harbour porpoise,Single,460,Phocoena phocoena,Harbour porpoise,2002-11-13,Exact,56.39720154,-5.574656963,U,150,TRUE,unknown,not necropsied,2002,Modern
M502/02,Cetacean,Harbour porpoise,Single,502,Phocoena phocoena,Harbour porpoise,2002-11-22,Exact,56.01058197,-5.317341805,F,166,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M546/02,Cetacean,Harbour porpoise,Single,546,Phocoena phocoena,Harbour porpoise,2002-11-29,Exact,60.26649857,-1.114335418,F,149,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M580/02,Cetacean,Harbour porpoise,Single,580,Phocoena phocoena,Harbour porpoise,2002-12-04,Exact,57.56671524,-7.461335659,F,135,FALSE,Slight decomposition (code 2b),necropsied,2002,Modern
M590/02,Cetacean,Harbour porpoise,Single,590,Phocoena phocoena,Harbour porpoise,2002-12-11,Exact,56.33485794,-2.781172991,M,152,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M594/02,Cetacean,Harbour porpoise,Single,594,Phocoena phocoena,Harbour porpoise,2002-12-11,Exact,56.21117783,-2.73029542,F,109,FALSE,freshly dead- died on beach (code 2a),necropsied,2002,Modern
M604/02,Cetacean,Harbour porpoise,Single,604,Phocoena phocoena,Harbour porpoise,2002-12-13,Exact,57.25095367,-2.038078785,M,104,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M616/02,Cetacean,Harbour porpoise,Single,616,Phocoena phocoena,Harbour porpoise,2002-12-17,Exact,56.73905182,-2.434791803,F,146,TRUE,advanced decomposition (code 4),sampled,2002,Modern
M664/02,Cetacean,Harbour porpoise,Single,664,Phocoena phocoena,Harbour porpoise,2002-12-29,Exact,56.96692657,-2.203899622,U,85,FALSE,moderate decomposition (code 3),necropsied,2002,Modern
M15/03,Cetacean,Harbour porpoise,Single,15,Phocoena phocoena,Harbour porpoise,2003-01-03,Exact,56.77239609,-2.40246129,U,110,TRUE,unknown,not necropsied,2003,Modern
M99/03,Cetacean,Harbour porpoise,Single,99,Phocoena phocoena,Harbour porpoise,2003-01-03,Exact,57.15855026,-7.304798126,F,154,TRUE,moderate decomposition (code 3),sampled,2003,Modern
M22/03,Cetacean,Harbour porpoise,Single,22,Phocoena phocoena,Harbour porpoise,2003-01-07,Exact,56.19408035,-2.992647648,U,100,TRUE,freshly dead- died on beach (code 2a),not necropsied,2003,Modern
M16/03,Cetacean,Harbour porpoise,Single,16,Phocoena phocoena,Harbour porpoise,2003-01-08,Exact,57.14942932,-2.075985193,F,138,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M24/03,Cetacean,Harbour porpoise,Single,24,Phocoena phocoena,Harbour porpoise,2003-01-10,Exact,57.15391922,-2.077645063,M,145,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M29/03,Cetacean,Harbour porpoise,Single,29,Phocoena phocoena,Harbour porpoise,2003-01-10,Exact,57.14494324,-2.072670221,U,NA,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M23/03,Cetacean,Harbour porpoise,Single,23,Phocoena phocoena,Harbour porpoise,2003-01-10,Exact,58.57657623,-4.767122746,F,133,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M45/03,Cetacean,Harbour porpoise,Single,45,Phocoena phocoena,Harbour porpoise,2003-01-18,Exact,56.34113693,-2.782919645,M,160,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M63/03,Cetacean,Harbour porpoise,Single,63,Phocoena phocoena,Harbour porpoise,2003-01-25,Exact,57.13327408,-2.059441566,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M85/03,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,2003-02-01,Exact,57.51821518,-7.375460148,U,120,TRUE,moderate decomposition (code 3),not necropsied,2003,Modern
M82/03,Cetacean,Harbour porpoise,Single,82,Phocoena phocoena,Harbour porpoise,2003-02-12,Exact,58.95025635,-2.973290205,U,135,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M86/03,Cetacean,Harbour porpoise,Single,86,Phocoena phocoena,Harbour porpoise,2003-02-17,Exact,57.27431488,-2.018197536,F,113,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M89/03,Cetacean,Harbour porpoise,Single,89,Phocoena phocoena,Harbour porpoise,2003-02-19,Exact,55.62681198,-6.219354153,F,136,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M191/03,Cetacean,Harbour porpoise,Single,191,Phocoena phocoena,Harbour porpoise,2003-02-20,Exact,58.96279144,-2.978855371,F,114,TRUE,freshly dead- died on beach (code 2a),not necropsied,2003,Modern
M104/03,Cetacean,Harbour porpoise,Single,104,Phocoena phocoena,Harbour porpoise,2003-02-22,Exact,56.0095787,-3.546072006,U,150,TRUE,moderate decomposition (code 3),not necropsied,2003,Modern
M96/03,Cetacean,Harbour porpoise,Single,96,Phocoena phocoena,Harbour porpoise,2003-02-23,Exact,55.86278152,-4.980209827,F,109,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M112/03,Cetacean,Harbour porpoise,Single,112,Phocoena phocoena,Harbour porpoise,2003-02-27,Exact,55.49225616,-5.094666004,U,150,TRUE,moderate decomposition (code 3),not necropsied,2003,Modern
M105/03,Cetacean,Harbour porpoise,Single,105,Phocoena phocoena,Harbour porpoise,2003-03-01,Exact,57.34706497,-1.93350482,M,114,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M106/03,Cetacean,Harbour porpoise,Single,106,Phocoena phocoena,Harbour porpoise,2003-03-02,Exact,56.20385742,-2.888120651,U,100,TRUE,moderate decomposition (code 3),not necropsied,2003,Modern
M108/03,Cetacean,Harbour porpoise,Single,108,Phocoena phocoena,Harbour porpoise,2003-03-03,Exact,55.98523331,-4.896630287,F,125,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M113/03,Cetacean,Harbour porpoise,Single,113,Phocoena phocoena,Harbour porpoise,2003-03-05,Exact,56.67240143,-2.479714155,M,110,TRUE,Slight decomposition (code 2b),not necropsied,2003,Modern
M115/03,Cetacean,Harbour porpoise,Single,115,Phocoena phocoena,Harbour porpoise,2003-03-07,Exact,56.5496521,-2.608294725,M,141,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M116/03,Cetacean,Harbour porpoise,Single,116,Phocoena phocoena,Harbour porpoise,2003-03-07,Exact,57.87903214,-4.015011787,M,106,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M120/03,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,2003-03-09,Exact,57.87810135,-4.016643047,F,113,FALSE,moderate-advanced decomposition (code 3-4),necropsied,2003,Modern
M118/03,Cetacean,Harbour porpoise,Single,118,Phocoena phocoena,Harbour porpoise,2003-03-10,Exact,55.84980011,-5.140624046,M,149,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M122/03,Cetacean,Harbour porpoise,Single,122,Phocoena phocoena,Harbour porpoise,2003-03-10,Exact,57.31953049,-6.107568741,M,104,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M123/03,Cetacean,Harbour porpoise,Single,123,Phocoena phocoena,Harbour porpoise,2003-03-13,Exact,56.77420807,-2.397564173,M,120,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M192/03,Cetacean,Harbour porpoise,Single,192,Phocoena phocoena,Harbour porpoise,2003-03-16,Exact,58.92391968,-3.120179415,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M130/03,Cetacean,Harbour porpoise,Single,130,Phocoena phocoena,Harbour porpoise,2003-03-17,Exact,57.34796143,-1.930166125,F,104,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M140/03,Cetacean,Harbour porpoise,Single,140,Phocoena phocoena,Harbour porpoise,2003-03-30,Exact,56.00963211,-3.390488386,M,102,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M141/03,Cetacean,Harbour porpoise,Single,141,Phocoena phocoena,Harbour porpoise,2003-03-31,Exact,55.99320602,-3.412345409,M,110,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M143/03,Cetacean,Harbour porpoise,Single,143,Phocoena phocoena,Harbour porpoise,2003-04-03,Exact,57.68082047,-2.576806068,F,123,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M148/03,Cetacean,Harbour porpoise,Single,148,Phocoena phocoena,Harbour porpoise,2003-04-09,Exact,57.75209427,-3.915509701,M,112,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M149/03,Cetacean,Harbour porpoise,Single,149,Phocoena phocoena,Harbour porpoise,2003-04-10,Exact,57.67473221,-3.091446877,F,95,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M150/03,Cetacean,Harbour porpoise,Single,150,Phocoena phocoena,Harbour porpoise,2003-04-11,Exact,57.67991638,-2.326945782,F,125,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M153/03,Cetacean,Harbour porpoise,Single,153,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,57.24197006,-2.043043613,U,100,TRUE,unknown,not necropsied,2003,Modern
M154/03B,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,55.99320602,-3.412345409,F,106,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M154/03A,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,55.99320602,-3.412345409,M,105,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M152/03,Cetacean,Harbour porpoise,Single,152,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,58.00918961,-3.84460187,M,138,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M156/03,Cetacean,Harbour porpoise,Single,156,Phocoena phocoena,Harbour porpoise,2003-04-19,Exact,57.69204712,-4.02140379,F,112,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M157/03,Cetacean,Harbour porpoise,Single,157,Phocoena phocoena,Harbour porpoise,2003-04-21,Exact,57.66379547,-3.610777855,U,NA,TRUE,unknown,not necropsied,2003,Modern
M161/03,Cetacean,Harbour porpoise,Single,161,Phocoena phocoena,Harbour porpoise,2003-04-26,Exact,56.20377731,-2.765612125,F,149,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M165/03,Cetacean,Harbour porpoise,Single,165,Phocoena phocoena,Harbour porpoise,2003-04-30,Exact,56.32235718,-5.582206249,M,103,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M177/03,Cetacean,Harbour porpoise,Single,177,Phocoena phocoena,Harbour porpoise,2003-05-18,Exact,57.60565948,-1.82257545,F,165,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M179/03,Cetacean,Harbour porpoise,Single,179,Phocoena phocoena,Harbour porpoise,2003-05-20,Exact,56.03463745,-3.322368145,U,140,TRUE,moderate decomposition (code 3),not necropsied,2003,Modern
M178/03,Cetacean,Harbour porpoise,Single,178,Phocoena phocoena,Harbour porpoise,2003-05-20,Exact,57.66373444,-3.615799665,M,102,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M335/03,Cetacean,Harbour porpoise,Single,335,Phocoena phocoena,Harbour porpoise,2003-05-31,Exact,59.26822281,-2.485888958,U,NA,FALSE,freshly dead- died on beach (code 2a),not necropsied,2003,Modern
M195/03,Cetacean,Harbour porpoise,Single,195,Phocoena phocoena,Harbour porpoise,2003-06-13,Exact,55.22737503,-4.860137939,F,173,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M197/03,Cetacean,Harbour porpoise,Single,197,Phocoena phocoena,Harbour porpoise,2003-06-14,Exact,55.66245651,-5.154212952,F,154,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M205/03,Cetacean,Harbour porpoise,Single,205,Phocoena phocoena,Harbour porpoise,2003-06-18,Exact,57.58232117,-7.433525562,F,157,TRUE,unknown,sampled,2003,Modern
M210/03,Cetacean,Harbour porpoise,Single,210,Phocoena phocoena,Harbour porpoise,2003-06-26,Exact,55.94776917,-4.922661781,F,152,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M217/03,Cetacean,Harbour porpoise,Single,217,Phocoena phocoena,Harbour porpoise,2003-07-02,Exact,56.18095016,-2.823152304,F,150,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M218/03,Cetacean,Harbour porpoise,Single,218,Phocoena phocoena,Harbour porpoise,2003-07-04,Exact,57.65515137,-1.899420857,M,161,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M230/03,Cetacean,Harbour porpoise,Single,230,Phocoena phocoena,Harbour porpoise,2003-07-16,Exact,56.09469223,-3.158864737,U,100,TRUE,indeterminate (code 5),not necropsied,2003,Modern
M229/03,Cetacean,Harbour porpoise,Single,229,Phocoena phocoena,Harbour porpoise,2003-07-16,Exact,56.64085388,-2.507032633,U,146,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M234/03,Cetacean,Harbour porpoise,Single,234,Phocoena phocoena,Harbour porpoise,2003-07-17,Exact,57.71854019,-3.388244867,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M237/03,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2003-07-19,Exact,54.85116577,-4.238271236,F,146,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M236/03,Cetacean,Harbour porpoise,Single,236,Phocoena phocoena,Harbour porpoise,2003-07-19,Exact,57.68026733,-4.027461052,M,65,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M244/03,Cetacean,Harbour porpoise,Single,244,Phocoena phocoena,Harbour porpoise,2003-08-08,Exact,55.89624786,-4.896381855,M,144,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M256/03,Cetacean,Harbour porpoise,Single,256,Phocoena phocoena,Harbour porpoise,2003-08-18,Exact,56.83473587,-2.272018433,M,140,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M264/03,Cetacean,Harbour porpoise,Single,264,Phocoena phocoena,Harbour porpoise,2003-09-09,Exact,57.57403946,-4.095121861,F,97.5,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M266/03,Cetacean,Harbour porpoise,Single,266,Phocoena phocoena,Harbour porpoise,2003-09-12,Exact,56.75436401,-2.421898365,F,120,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M268/03,Cetacean,Harbour porpoise,Single,268,Phocoena phocoena,Harbour porpoise,2003-09-15,Exact,56.79145813,-2.335548401,M,117,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M284/03,Cetacean,Harbour porpoise,Single,284,Phocoena phocoena,Harbour porpoise,2003-10-05,Exact,56.66064453,-2.500776529,M,134,FALSE,advanced decomposition (code 4),necropsied,2003,Modern
M287/03,Cetacean,Harbour porpoise,Single,287,Phocoena phocoena,Harbour porpoise,2003-10-18,Exact,56.09825134,-3.162181139,F,98,FALSE,freshly dead- died on beach (code 2a),necropsied,2003,Modern
M290/03,Cetacean,Harbour porpoise,Single,290,Phocoena phocoena,Harbour porpoise,2003-10-26,Exact,57.72034836,-3.30269146,F,95,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M291/03,Cetacean,Harbour porpoise,Single,291,Phocoena phocoena,Harbour porpoise,2003-10-27,Exact,57.1503334,-2.077651739,F,109,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M294/03,Cetacean,Harbour porpoise,Single,294,Phocoena phocoena,Harbour porpoise,2003-10-29,Exact,57.87905884,-4.013338566,U,60,TRUE,unknown,not necropsied,2003,Modern
M303/03,Cetacean,Harbour porpoise,Single,303,Phocoena phocoena,Harbour porpoise,2003-11-09,Exact,56.6489296,-2.508773327,F,145,FALSE,Slight decomposition (code 2b),necropsied,2003,Modern
M307/03,Cetacean,Harbour porpoise,Single,307,Phocoena phocoena,Harbour porpoise,2003-11-11,Exact,55.91765976,-2.140766144,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003,Modern
M311/03,Cetacean,Harbour porpoise,Single,311,Phocoena phocoena,Harbour porpoise,2003-11-22,Exact,54.7902565,-4.368684292,F,173,FALSE,moderate decomposition (code 3),necropsied,2003,Modern
M325/03,Cetacean,Harbour porpoise,Single,325,Phocoena phocoena,Harbour porpoise,2003-12-18,Exact,57.66670609,-2.516250849,U,130,TRUE,freshly dead- died on beach (code 2a),not necropsied,2003,Modern
M327/03,Cetacean,Harbour porpoise,Single,327,Phocoena phocoena,Harbour porpoise,2003-12-21,Exact,56.03820419,-3.325710297,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2003,Modern
M330/03,Cetacean,Harbour porpoise,Single,330,Phocoena phocoena,Harbour porpoise,2003-12-26,Exact,58.46306229,-5.05659008,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2003,Modern
